City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Nyagan,RU,62.1406,65.3936,46.65,82,100,4.63,light rain
347,Salamiyah,SY,35.0113,37.0532,89.02,36,0,19.91,clear sky
348,Aranos,NA,-24.1333,19.1167,89.6,8,0,3.18,clear sky
349,Pachino,IT,36.7186,15.0907,81.16,69,4,16.49,clear sky
350,Victoria,HK,22.2855,114.1577,85.17,81,99,13.0,overcast clouds
351,Silchar,IN,24.8167,92.8,81.19,85,83,4.83,heavy intensity rain
352,Rock Springs,US,41.5875,-109.2029,60.24,21,0,3.44,clear sky
353,Anloga,GH,5.7947,0.8973,79.92,75,33,15.21,scattered clouds
354,Farah,AF,32.5,62.5,90.46,7,0,6.31,clear sky
355,Yangambi,CD,0.8102,24.4336,83.88,63,99,3.0,overcast clouds
356,Kosh-Agach,RU,50.0,88.6667,58.35,33,0,5.44,clear sky
357,Bethel,US,41.3712,-73.414,66.56,87,100,9.22,overcast clouds
358,Vestmannaeyjar,IS,63.4427,-20.2734,58.19,72,0,5.75,clear sky
359,Cabedelo,BR,-6.9811,-34.8339,81.27,65,16,19.06,few clouds
360,Walvis Bay,NA,-22.9575,14.5053,76.15,41,0,4.61,clear sky
361,Khorixas,NA,-20.3667,14.9667,96.17,8,0,7.9,clear sky
362,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.41,62,47,2.44,scattered clouds
363,Saint-Augustin,CA,51.226,-58.6502,54.54,76,100,5.55,overcast clouds
364,Omaruru,NA,-21.4333,15.9333,92.88,9,1,0.54,clear sky
365,Longyearbyen,SJ,78.2186,15.6401,42.64,87,75,5.75,broken clouds
366,Alghero,IT,40.5589,8.3181,86.09,62,0,4.61,clear sky
367,Abu Kamal,SY,34.4506,40.9171,97.72,20,0,12.55,clear sky
368,Guerrero Negro,MX,27.9769,-114.0611,79.57,74,5,2.84,clear sky
369,Usogorsk,RU,63.4106,48.6872,41.94,86,100,6.33,overcast clouds
370,Oistins,BB,13.0667,-59.5333,87.89,74,20,9.22,few clouds
371,Goundam,ML,16.4145,-3.6708,91.13,38,98,1.57,overcast clouds
372,Mabaruma,GY,8.2,-59.7833,88.7,59,40,5.93,scattered clouds
373,Prince George,CA,53.9166,-122.753,47.62,92,100,3.44,fog
374,Novopokrovka,UA,49.8425,36.5477,63.91,30,25,10.38,scattered clouds
375,Bataipora,BR,-22.2953,-53.2711,79.38,51,53,6.44,broken clouds
376,Tshikapa,CD,-6.4167,20.8,91.69,38,98,1.95,overcast clouds
377,Tomigusuku,JP,26.185,127.675,80.37,74,20,12.66,few clouds
378,Eureka,US,40.8021,-124.1637,55.92,90,100,1.01,overcast clouds
379,Xam Nua,LA,20.4197,104.0439,67.08,97,76,2.53,broken clouds
380,San Rafael,AR,-34.6177,-68.3301,66.79,16,55,11.56,broken clouds
381,Sturgis,US,41.7992,-85.4192,66.45,93,40,3.44,scattered clouds
382,Ahmadpur East,PK,29.1431,71.2598,95.02,33,0,6.2,clear sky
383,Oktyabrskiy,RU,54.4815,53.471,52.52,47,100,8.39,overcast clouds
384,Aksarka,RU,66.5606,67.7975,39.78,75,99,6.51,overcast clouds
385,Krasnoye,UA,49.9145,24.6134,69.73,34,1,2.73,clear sky
386,Geraldton,AU,-28.7667,114.6,50.41,93,0,3.44,clear sky
387,Katsuura,JP,35.1333,140.3,79.72,79,98,9.01,overcast clouds
388,Santa Lucia,ES,27.9117,-15.5407,74.52,51,20,28.77,few clouds
389,Poum,NC,-20.2333,164.0167,70.92,78,100,10.04,overcast clouds
390,Malayal,PH,7.208,121.942,79.75,83,84,0.58,broken clouds
391,Leshukonskoye,RU,64.8989,45.7622,46.72,60,93,7.78,overcast clouds
392,Vaitape,PF,-16.5167,-151.75,78.22,75,5,20.78,clear sky
393,Xining,CN,36.6167,101.7667,55.45,60,99,5.5,overcast clouds
394,Kodinsk,RU,58.6881,99.1844,46.13,94,100,3.62,light rain
395,San Vicente De Canete,PE,-13.0751,-76.3835,63.27,68,88,5.79,overcast clouds
396,Sabha,LY,27.0377,14.4283,95.09,17,0,15.28,clear sky
397,Umreth,IN,22.7,73.1167,94.77,53,100,3.47,overcast clouds
398,Horovice,CZ,49.836,13.9027,84.15,47,51,6.91,broken clouds
399,Aksu,CN,41.1231,80.2644,82.92,15,0,8.3,clear sky
400,Zhezkazgan,KZ,47.8043,67.7144,64.38,22,0,13.42,clear sky
401,Bacolod,PH,10.6667,122.95,79.34,82,86,4.88,overcast clouds
402,Pangoa,PE,-12.1167,-73.0,82.27,41,71,2.82,broken clouds
403,Buraydah,SA,26.326,43.975,108.05,6,0,12.5,clear sky
404,Umm Kaddadah,SD,13.6017,26.6876,97.11,27,4,5.08,clear sky
405,Lompoc,US,34.6391,-120.4579,76.78,88,0,0.0,clear sky
406,Oriximina,BR,-1.7656,-55.8661,92.14,44,6,4.32,clear sky
407,Arawa,PG,-6.2132,155.5367,76.41,92,17,4.12,few clouds
408,Margate,GB,51.3813,1.3862,69.69,77,100,7.0,overcast clouds
409,Roxana,CR,10.2753,-83.7513,85.03,65,69,2.21,broken clouds
410,Enshi,CN,30.3,109.4833,73.58,54,99,1.95,overcast clouds
411,Kitimat,CA,54.0524,-128.6534,53.98,24,100,1.99,light rain
412,Qasigiannguit,GL,68.8193,-51.1922,39.45,95,100,2.59,light rain
413,Nanyamba,TZ,-10.6833,39.8333,79.97,43,96,8.97,overcast clouds
414,Rio Gallegos,AR,-51.6226,-69.2181,35.65,51,0,10.36,clear sky
415,Erzin,TR,36.9559,36.2,87.57,24,0,8.43,clear sky
416,Nkhata Bay,MW,-11.6066,34.2907,77.68,52,25,13.44,scattered clouds
417,Vestmanna,FO,62.1564,-7.1664,58.12,67,75,13.8,broken clouds
418,Nemuro,JP,43.3236,145.575,64.13,87,2,11.16,clear sky
419,Juan De Acosta,CO,10.8281,-75.0334,80.19,74,67,2.8,broken clouds
420,Kapoeta,SS,4.7717,33.5903,83.73,51,78,3.78,broken clouds
421,Esna,EG,25.2934,32.554,100.42,17,0,17.27,clear sky
422,Janesville,US,42.6828,-89.0187,65.08,94,40,0.0,mist
423,Artyom,AZ,40.4723,50.333,71.74,68,55,16.53,broken clouds
424,Bilibino,RU,68.0546,166.4372,37.02,73,0,2.84,clear sky
425,Nishihara,JP,26.1842,127.7558,79.88,75,20,12.66,few clouds
426,Noumea,NC,-22.2763,166.4572,60.78,78,53,7.02,broken clouds
427,Port Hedland,AU,-20.3167,118.5667,64.45,72,1,5.75,clear sky
428,Arona,ES,28.0996,-16.681,76.91,77,40,10.36,scattered clouds
429,Husavik,IS,66.0449,-17.3389,57.13,69,86,3.67,overcast clouds
430,Sept-Iles,CA,50.2001,-66.3821,64.06,68,75,8.05,broken clouds
431,Zwedru,LR,6.0667,-8.1281,82.9,68,100,3.4,light rain
432,Visnes,NO,59.3556,5.2242,68.38,52,0,8.05,clear sky
433,Fortuna,US,40.5982,-124.1573,55.65,88,100,3.15,overcast clouds
434,Port-Gentil,GA,-0.7193,8.7815,84.16,65,40,16.11,scattered clouds
435,Capreol,CA,46.706,-80.9225,61.27,77,40,3.44,scattered clouds
436,Wuwei,CN,37.9281,102.6414,70.34,20,32,6.08,scattered clouds
437,Karla,EE,59.3723,24.9275,56.91,58,75,8.05,broken clouds
438,Severiano Melo,BR,-5.7772,-37.9578,89.26,26,0,14.36,clear sky
439,Stalowa Wola,PL,50.5829,22.0533,74.26,33,2,1.99,clear sky
440,Rocha,UY,-34.4833,-54.3333,65.41,74,45,8.12,scattered clouds
441,San Carlos Del Zulia,VE,9.0,-71.9135,84.51,69,56,5.55,broken clouds
442,Nalut,LY,30.3333,10.85,99.0,17,58,3.47,broken clouds
443,Along,IN,28.1667,94.7667,73.58,90,51,1.86,broken clouds
444,Nurota,UZ,40.5614,65.6886,85.35,21,0,15.97,clear sky
445,Atar,MR,20.5169,-13.0499,105.42,13,58,21.41,broken clouds
446,Gorontalo,ID,0.5412,123.0595,74.71,94,98,1.79,overcast clouds
447,Lata,PT,40.1629,-8.3327,77.07,46,100,10.11,overcast clouds
448,Makakilo City,US,21.3469,-158.0858,78.55,70,0,17.27,clear sky
449,Moussoro,TD,13.6408,16.4901,93.52,40,64,1.5,broken clouds
450,Bad Sooden-Allendorf,DE,51.2833,9.9833,80.15,46,78,7.2,broken clouds
451,Meghradzor,AM,40.6061,44.6515,51.84,82,91,7.05,overcast clouds
452,Port Blair,IN,11.6667,92.75,77.04,94,100,3.44,drizzle
453,Mnogovershinnyy,RU,53.9353,139.9242,44.89,95,100,13.82,light rain
454,Chicama,PE,-7.8447,-79.1469,59.54,72,100,6.85,overcast clouds
455,Saint-Louis,SN,16.3333,-15.0,97.56,36,14,10.71,few clouds
456,Middle Island,US,40.8843,-72.9373,68.97,88,100,16.11,overcast clouds
457,Vardo,NO,70.3705,31.1107,46.38,76,100,8.05,overcast clouds
458,Pangani,TZ,-5.4333,38.9667,76.91,68,72,13.33,broken clouds
459,General Pico,AR,-35.6566,-63.7568,69.69,21,0,11.45,clear sky
460,Belchatow,PL,51.3688,19.3567,72.63,32,61,6.44,broken clouds
461,Mandan,US,46.8267,-100.8896,64.36,80,0,11.5,clear sky
462,Kathu,TH,7.9178,98.3332,83.7,99,100,13.11,light rain
463,Rincon,US,32.296,-81.2354,81.86,93,75,3.44,broken clouds
464,Necochea,AR,-38.5473,-58.7368,64.0,61,100,13.35,overcast clouds
465,Aanekoski,FI,62.6946,25.818,52.86,67,96,7.4,overcast clouds
466,Khani,GE,41.9563,42.9566,56.77,79,63,1.21,broken clouds
467,Ligayan,PH,4.6533,119.4706,83.43,73,100,9.31,overcast clouds
468,Loveland,US,40.3978,-105.075,82.6,45,0,0.0,clear sky
469,Aripuana,BR,-9.1667,-60.6333,95.36,28,19,3.42,few clouds
470,Yaroslavskiy,RU,44.1683,132.2072,55.11,84,0,7.81,clear sky
471,Parana,AR,-31.732,-60.5238,69.51,49,3,13.11,clear sky
472,Zhigansk,RU,66.7697,123.3711,41.85,90,100,5.88,overcast clouds
473,Vuktyl,RU,63.8567,57.3094,41.23,83,100,8.37,overcast clouds
474,Lerwick,GB,60.1545,-1.1494,59.0,95,100,23.53,light rain
475,Vanimo,PG,-2.6741,141.3028,78.78,82,100,1.03,overcast clouds
476,Bhimunipatnam,IN,17.8833,83.4333,81.91,83,100,6.33,overcast clouds
477,Aketi,CD,2.7388,23.7833,76.33,86,96,8.25,light rain
478,Veracruz,MX,19.3333,-96.6667,73.67,87,100,2.57,overcast clouds
479,Dingle,PH,10.9995,122.6711,77.74,89,60,5.03,broken clouds
480,Olafsvik,IS,64.8945,-23.7142,54.27,74,49,1.97,scattered clouds
481,Basi,IN,26.8333,76.0333,88.14,45,64,2.21,broken clouds
482,Cattolica,IT,43.9575,12.7376,85.89,64,20,9.22,few clouds
483,Gillette,US,44.2911,-105.5022,59.92,44,0,6.91,clear sky
484,Haines Junction,CA,60.7522,-137.5108,24.75,100,8,0.0,clear sky
485,Batagay-Alyta,RU,67.8006,130.4114,39.51,64,100,5.64,overcast clouds
486,Hit,IQ,33.6416,42.8251,104.49,16,0,9.71,clear sky
487,Burnie,AU,-41.0667,145.9167,51.94,77,82,14.7,broken clouds
488,Nsoko,SZ,-27.0333,31.95,77.2,40,0,9.33,clear sky
489,Port Pirie,AU,-33.1833,138.0167,53.35,92,62,3.0,broken clouds
490,Burley,US,42.5357,-113.7928,75.38,18,34,0.65,scattered clouds
491,Grindavik,IS,63.8424,-22.4338,57.67,77,40,1.14,scattered clouds
492,Nyurba,RU,63.2842,118.3319,42.64,93,99,4.76,overcast clouds
493,San Cristobal,VE,7.7669,-72.225,77.18,53,93,5.66,overcast clouds
494,Mbekenyera,TZ,-10.0,38.9833,79.84,39,99,6.42,overcast clouds
495,Tessalit,ML,20.1986,1.0114,102.61,13,2,3.69,clear sky
496,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,69,20,18.41,few clouds
497,Kilifi,KE,-3.6305,39.8499,78.1,68,5,17.85,clear sky
498,Mount Darwin,ZW,-16.7725,31.5838,80.58,24,0,11.03,clear sky
499,Sarangani,PH,5.4033,125.4636,83.66,71,100,10.0,overcast clouds
500,Asyut,EG,27.181,31.1837,93.38,24,0,15.03,clear sky
501,Udachnyy,RU,66.4167,112.4,39.45,80,93,10.94,overcast clouds
502,Outjo,NA,-20.1167,16.15,93.63,9,2,3.89,clear sky
503,Talaya,RU,61.3833,152.75,48.27,69,100,10.18,overcast clouds
504,Caravelas,BR,-17.7125,-39.2481,74.64,64,100,11.68,overcast clouds
505,Neyshabur,IR,36.2133,58.7958,84.92,13,0,10.2,clear sky
506,Pangai,TO,-19.8,-174.35,76.98,76,6,12.41,clear sky
507,Ryabovo,RU,59.4,31.1333,49.55,74,85,8.84,overcast clouds
508,Ahuimanu,US,21.4447,-157.8378,79.74,76,0,17.27,clear sky
509,Maragogi,BR,-9.0122,-35.2225,78.22,61,38,12.5,scattered clouds
510,Karratha,AU,-20.7377,116.8463,69.03,51,2,8.37,clear sky
511,Sola,VU,-13.8833,167.55,80.19,77,16,14.03,few clouds
512,Torbay,CA,47.6666,-52.7314,59.29,87,100,15.01,light intensity drizzle
513,Isangel,VU,-19.55,169.2667,73.26,91,80,5.79,broken clouds
514,Jiuquan,CN,39.7432,98.5174,73.9,12,0,7.81,clear sky
515,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,64.92,77,23,4.72,few clouds
516,Loralai,PK,30.3705,68.598,80.67,45,0,9.46,clear sky
517,Valdivia,CL,-39.8142,-73.2459,46.49,89,95,5.64,overcast clouds
518,Filadelfia,US,39.9523,-75.1638,70.05,90,100,12.66,overcast clouds
519,Kearney,US,40.6995,-99.0815,59.25,98,0,3.44,mist
520,Itacare,BR,-14.2775,-38.9967,72.0,80,97,6.55,overcast clouds
521,Wiang Sa,TH,8.6359,99.3666,76.03,87,100,1.99,light rain
522,Banda Aceh,ID,5.5577,95.3222,82.45,67,100,13.44,overcast clouds
523,Coacoatzintla,MX,19.6333,-96.9333,66.54,88,100,2.08,overcast clouds
524,Cockburn Town,TC,21.4612,-71.1419,82.18,73,3,7.58,clear sky
525,Podporozhye,RU,60.9112,34.1706,50.02,71,83,9.62,light rain
526,Naryan-Mar,RU,67.6713,53.087,43.29,72,97,10.04,overcast clouds
527,Ulaanbaatar,MN,47.9077,106.8832,53.73,54,0,4.47,clear sky
528,Kambove,CD,-10.8764,26.5969,85.21,15,0,6.93,clear sky
529,Shambu,ET,9.5667,37.1,59.36,89,87,1.66,moderate rain
530,Yaan,NG,7.3833,8.5667,82.99,71,86,6.46,light rain
531,Praia,CV,14.9215,-23.5087,84.74,79,75,8.05,broken clouds
532,Porto Franco,BR,-6.3383,-47.3992,96.51,21,90,7.54,overcast clouds
533,Roald,NO,62.5833,6.1333,73.17,72,0,12.66,clear sky
534,Urumqi,CN,43.801,87.6005,86.95,17,0,2.24,clear sky
535,Beihai,CN,21.4833,109.1,83.86,79,100,15.43,overcast clouds
536,Waingapu,ID,-9.6567,120.2641,77.0,79,58,7.52,broken clouds
537,Yar-Sale,RU,66.8333,70.8333,40.48,64,98,5.21,overcast clouds
538,Chumikan,RU,54.7183,135.315,48.72,78,100,26.15,light rain
539,Tabas,IR,33.5959,56.9244,102.42,7,0,4.61,clear sky
540,Hasaki,JP,35.7333,140.8333,77.4,84,99,8.5,overcast clouds
541,Olinda,BR,-8.0089,-34.8553,80.33,61,40,18.41,scattered clouds
542,College,US,64.8569,-147.8028,46.29,92,75,3.44,broken clouds
543,Zapolyarnyy,RU,69.4154,30.8136,43.88,55,100,9.51,overcast clouds
544,Barcelos,PT,41.5388,-8.6151,72.91,72,98,6.96,overcast clouds
545,Ambulu,ID,-8.345,113.6058,75.25,92,79,4.0,broken clouds
546,Yongan,CN,39.6957,113.6871,61.74,48,0,4.09,clear sky
547,Junin,AR,-34.5838,-60.9433,68.56,37,99,14.34,overcast clouds
548,Fort Nelson,CA,58.8053,-122.7002,49.59,71,75,3.44,broken clouds
549,Dudinka,RU,69.4058,86.1778,34.63,60,60,3.67,broken clouds
550,Humaita,BR,-7.5061,-63.0208,97.61,28,32,1.9,scattered clouds
551,Barra Do Corda,BR,-5.5,-45.25,95.07,25,10,8.68,clear sky
552,Sayansk,RU,54.1088,102.1648,53.55,89,81,5.82,broken clouds
553,Zhigalovo,RU,54.8097,105.1578,47.43,96,93,2.75,overcast clouds
554,Qaqortoq,GL,60.7167,-46.0333,46.6,85,37,1.45,scattered clouds
555,Bubaque,GW,11.2833,-15.8333,81.34,82,100,9.75,overcast clouds
556,Bealanana,MG,-14.55,48.7333,65.98,65,71,7.43,broken clouds
557,Kampong Thum,KH,12.7111,104.8887,75.51,95,100,7.2,overcast clouds
558,Sasovo,RU,54.3537,41.9199,53.01,49,100,11.34,overcast clouds
559,Novopetrovskoye,RU,55.9928,36.4719,46.29,94,100,6.29,light rain
560,Yulara,AU,-25.2406,130.9889,57.56,35,0,9.35,clear sky
561,Terre Haute,US,39.4667,-87.4139,71.33,92,0,0.0,clear sky
562,Zonguldak,TR,41.25,31.8333,68.85,54,3,10.74,clear sky
563,Rincon De La Victoria,ES,36.7172,-4.2758,95.0,32,82,10.63,broken clouds
564,Zeya,RU,53.75,127.2667,47.34,74,33,8.25,scattered clouds
565,Talara,PE,-4.5772,-81.2719,65.16,82,100,20.71,overcast clouds
566,Atbasar,KZ,51.8,68.3333,51.1,57,5,12.82,clear sky
567,Kiama,AU,-34.6833,150.8667,60.01,79,91,3.0,light rain
568,Abnub,EG,27.2696,31.1511,93.42,24,0,14.83,clear sky
569,Ola,RU,59.5833,151.2833,53.15,84,99,30.94,light rain
570,Kijang,KR,35.2442,129.2139,69.53,66,10,6.91,clear sky
571,Tautira,PF,-17.7333,-149.15,76.03,79,24,20.62,light rain
572,Prizren,XK,42.2139,20.7397,85.64,32,5,3.74,clear sky
573,Mahibadhoo,MV,3.7833,72.9667,80.4,83,47,13.87,scattered clouds
574,Fernley,US,39.608,-119.2518,77.22,22,0,4.0,clear sky
575,Santa Rosa,PH,14.3122,121.1114,86.11,75,19,7.49,few clouds
576,Abu Zabad,SD,12.35,29.25,89.71,47,80,5.77,broken clouds
577,Konya,TR,38.1667,32.5,69.28,26,0,11.5,clear sky
578,Daru,PG,-9.0763,143.2092,78.13,89,40,15.1,scattered clouds
579,Alyangula,AU,-13.8483,136.4192,75.07,94,40,3.44,scattered clouds
580,Youkounkoun,GN,12.5333,-13.1333,87.84,72,83,2.33,light rain
581,Gilbues,BR,-9.8317,-45.3439,87.85,25,57,13.62,broken clouds
582,Cocorit,MX,27.5833,-109.9667,71.94,86,100,5.14,overcast clouds
583,Maamba,ZM,-17.3667,27.15,84.52,22,0,7.23,clear sky
584,Villa Maria,AR,-32.4075,-63.2402,71.82,30,0,23.33,clear sky
585,Jardim,BR,-21.4803,-56.1381,87.19,34,0,5.86,clear sky
586,Popondetta,PG,-8.7537,148.2534,73.67,89,5,3.42,clear sky
587,Tochio,JP,37.4667,139.0,71.55,94,100,1.61,overcast clouds
588,Chipata,ZM,-13.6333,32.65,83.17,20,7,9.48,clear sky
589,Nouadhibou,MR,20.931,-17.0347,91.38,38,11,24.16,sand
590,Killybegs,IE,54.6333,-8.45,65.91,76,100,11.45,overcast clouds
591,Canby,US,45.2629,-122.6926,64.65,74,0,3.0,clear sky
592,Tucuma,BR,-0.1833,-50.05,81.09,82,99,8.3,overcast clouds
593,Bani Walid,LY,31.7566,13.9942,96.28,22,0,5.14,clear sky
594,Gallup,US,35.5281,-108.7426,51.64,71,0,3.44,clear sky
595,Onega,RU,63.9061,38.1404,48.81,58,92,10.87,overcast clouds
596,Muravlenko,RU,63.7898,74.523,42.76,80,100,17.76,overcast clouds
597,Westport,US,41.1415,-73.3579,68.14,85,100,13.8,overcast clouds
598,Tarbes,FR,43.25,0.1667,81.07,34,0,8.05,clear sky
599,Gejiu,CN,23.306,103.1635,59.18,77,100,4.29,overcast clouds
600,Palmer,US,42.1584,-72.3287,64.92,84,75,8.05,broken clouds
601,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,72,40,8.05,scattered clouds
602,Ostroleka,PL,53.0862,21.5757,73.92,23,87,2.68,overcast clouds
603,Rio Grande,BR,-32.035,-52.0986,64.51,79,0,8.7,clear sky
604,Alvand,IR,36.3187,49.1678,67.82,57,100,6.49,overcast clouds
605,Bardiyah,LY,31.7561,25.0865,80.1,55,15,14.9,few clouds
606,Kazanskoye,RU,55.6448,69.235,47.82,76,100,12.57,overcast clouds
607,Zachary,US,30.6485,-91.1565,77.83,97,0,3.44,clear sky
608,Pimentel,PE,-6.8367,-79.9342,62.89,82,100,4.61,mist
609,Cassilandia,BR,-19.1133,-51.7342,92.07,20,7,12.12,clear sky
610,Paka,MY,4.6374,103.4368,78.73,94,100,0.0,overcast clouds
611,Yumbe,UG,3.4651,31.2469,78.06,67,69,0.49,light rain
612,Hovd,MN,48.0056,91.6419,72.79,17,0,12.37,clear sky
613,Berdigestyakh,RU,62.0989,126.6992,41.52,90,100,6.35,overcast clouds
614,Tura,IN,25.5198,90.2201,76.68,94,99,3.13,light rain
615,Dukat,RU,62.55,155.55,37.63,95,100,7.63,overcast clouds
616,Hansot,IN,21.5833,72.8,88.5,62,90,2.62,overcast clouds
617,Zubtsov,RU,56.1753,34.5894,49.8,86,100,7.9,overcast clouds
618,Watsa,CD,3.0372,29.5355,70.41,92,93,0.51,moderate rain
619,Kaa-Khem,RU,51.6833,94.7333,70.47,30,4,5.39,clear sky
620,Pahrump,US,36.2083,-115.9839,82.45,26,0,3.74,clear sky
621,Amga,RU,60.8953,131.9608,45.63,99,100,4.45,moderate rain
622,Amahai,ID,-3.3333,128.9167,77.22,86,100,2.75,overcast clouds
623,Camargo,MX,27.6667,-105.1667,68.02,75,100,1.92,overcast clouds
624,Williamsport,US,41.2412,-77.0011,67.26,97,100,9.22,mist
625,Broxburn,GB,55.9342,-3.4713,68.09,76,75,9.22,broken clouds
626,Dzaoudzi,YT,-12.7887,45.2699,80.49,65,20,10.36,few clouds
627,Marawi,PH,7.9986,124.2928,69.89,93,100,1.74,overcast clouds
628,Yerbogachen,RU,61.2767,108.0108,43.05,78,96,4.65,overcast clouds
629,Kaeo,NZ,-35.1,173.7833,43.32,92,6,3.4,clear sky
630,Warrington,GB,53.3925,-2.5802,72.75,61,75,10.36,broken clouds
631,Lerik,AZ,38.7726,48.4128,59.72,97,100,4.79,light rain
632,Sibolga,ID,1.7427,98.7792,78.87,83,100,1.12,overcast clouds
633,Saint-Joseph,RE,-21.3667,55.6167,71.98,69,73,1.57,broken clouds
634,Bosaso,SO,11.2842,49.1816,91.38,75,0,10.36,clear sky
635,Coahuayana,MX,18.7333,-103.6833,77.45,76,60,3.38,broken clouds
636,Pitimbu,BR,-7.4706,-34.8086,81.19,66,10,17.76,clear sky
637,Deputatskiy,RU,69.3,139.9,42.22,85,100,0.56,overcast clouds
638,Revelstoke,CA,50.9832,-118.2023,48.22,93,40,3.44,scattered clouds
639,Carnot,CF,4.9409,15.8665,82.49,73,86,5.19,light rain
640,Gazli,UZ,40.1333,63.45,91.49,18,0,11.25,clear sky
641,La Ronge,CA,55.1001,-105.2842,50.25,76,40,3.44,scattered clouds
642,Jasper,US,37.2001,-94.3502,70.02,97,0,5.75,mist
643,Baker City,US,44.7749,-117.8344,77.65,76,0,0.0,clear sky
644,Hibbing,US,47.4272,-92.9377,67.39,67,0,0.0,clear sky
645,Semey,KZ,50.4111,80.2275,77.94,22,93,19.04,overcast clouds
646,Hualmay,PE,-11.0964,-77.6139,62.19,74,93,6.8,overcast clouds
647,Ust-Nera,RU,64.5667,143.2,52.29,70,100,7.7,overcast clouds
648,Maksatikha,RU,57.797,35.8825,48.96,87,99,6.62,light rain
649,Monte Plata,DO,18.807,-69.784,85.01,67,30,2.21,scattered clouds
650,Buala,SB,-8.145,159.5921,80.26,82,5,7.58,light rain
651,Biak,ID,-0.9131,122.8766,75.25,87,99,1.45,overcast clouds
652,Saint-Francois,FR,46.4154,3.9054,78.24,50,0,10.36,clear sky
653,Aguas Formosas,BR,-17.0822,-40.9358,66.72,79,100,3.27,overcast clouds
654,Monte Alegre,BR,-2.0078,-54.0692,89.6,49,7,6.2,clear sky
655,Homer,US,59.6425,-151.5483,47.8,98,75,1.99,broken clouds
656,Touros,BR,-5.1989,-35.4608,84.29,56,12,20.04,few clouds
657,Brigantine,US,39.4101,-74.3646,73.0,90,100,14.97,overcast clouds
658,Pinehurst,US,35.1954,-79.4695,78.98,93,0,0.0,clear sky
659,Solnechnyy,RU,50.7214,136.6319,57.38,69,98,15.28,overcast clouds
660,Berlevag,NO,70.8578,29.0864,46.4,76,100,16.11,overcast clouds
661,Gat,IL,31.61,34.7642,88.39,10,0,11.39,clear sky
662,Deyang,CN,31.1302,104.382,74.73,72,99,4.54,moderate rain
663,Iskitim,RU,54.6366,83.3045,76.05,34,83,18.66,broken clouds
664,Calvia,ES,39.5657,2.5062,93.42,52,17,10.36,few clouds
665,Barabinsk,RU,55.3571,78.357,49.51,68,24,23.47,few clouds
666,Kysyl-Syr,RU,63.8986,122.7617,39.7,94,34,5.3,scattered clouds
667,Guatire,VE,10.4762,-66.5427,87.69,52,67,3.67,broken clouds
668,Stryn,NO,61.9045,6.7226,73.15,39,11,1.39,few clouds
669,Chifeng,CN,42.2683,118.9636,66.16,34,0,7.2,clear sky
670,Monroe,US,43.1501,-77.6831,68.45,94,75,6.91,broken clouds
671,Kuytun,RU,54.3419,101.5036,55.58,88,73,7.36,broken clouds
672,Kousseri,CM,12.0769,15.0306,89.56,62,75,6.91,thunderstorm
673,Samarai,PG,-10.6167,150.6667,80.01,83,29,10.07,scattered clouds
674,Khor,RU,47.8861,134.9464,57.6,65,42,19.06,scattered clouds
675,Lamu,KE,-2.2717,40.902,79.02,74,10,16.2,clear sky
676,Mao,ES,39.8885,4.2658,84.76,65,20,9.22,few clouds
677,Taoudenni,ML,22.6783,-3.9836,112.75,7,3,12.03,clear sky
678,Upata,VE,8.0086,-62.3989,78.62,87,29,3.24,scattered clouds
679,Batticaloa,LK,7.7102,81.6924,83.25,66,100,11.97,overcast clouds
680,Morro Bay,US,35.3658,-120.8499,78.12,17,0,1.9,clear sky
681,Matara,LK,5.9485,80.5353,77.74,90,99,13.09,overcast clouds
682,Matay,EG,28.419,30.7792,93.6,29,0,14.5,clear sky
683,Nadadores,MX,27.05,-101.6,75.24,65,72,1.66,broken clouds
684,Diamantino,BR,-14.4086,-56.4461,97.75,18,0,10.09,clear sky
685,Hamilton,US,39.1834,-84.5333,69.26,91,0,5.75,clear sky
686,Pillaro,EC,-1.1667,-78.5333,46.98,93,75,3.44,broken clouds
687,Vysotsk,RU,60.6288,28.5705,53.71,50,91,12.71,overcast clouds
688,Lahad Datu,MY,5.0268,118.327,77.68,87,80,2.04,broken clouds
689,Ko Samui,TH,9.5357,99.9357,78.71,89,20,0.0,light rain
690,Dibrugarh,IN,27.4833,94.9,75.34,86,24,2.8,few clouds
691,Lavrentiya,RU,65.5833,-171.0,44.42,90,100,9.55,light rain
692,Broken Hill,AU,-31.95,141.4333,60.75,81,97,24.85,moderate rain
693,Klos,AL,41.5072,20.0851,83.35,30,3,4.79,clear sky
694,Korocha,RU,50.8107,37.1953,56.12,31,41,12.71,scattered clouds
695,Houston,US,29.7633,-95.3633,79.99,87,0,3.44,clear sky
696,Rundu,NA,-17.9333,19.7667,95.74,7,0,8.43,clear sky
697,Karasjok,NO,69.4719,25.5112,46.94,57,100,6.4,overcast clouds
698,Nabire,ID,-3.3667,135.4833,77.27,89,100,2.68,overcast clouds
699,Manica,FR,49.0,-1.1667,65.05,83,100,10.85,overcast clouds
