City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
547,Junin,AR,68.56,overcast clouds,-34.5838,-60.9433,Hotel Central
550,Humaita,BR,97.61,scattered clouds,-7.5061,-63.0208,Corrêa Hotel
551,Barra Do Corda,BR,95.07,clear sky,-5.5,-45.25,Belchior Palace Hotel
555,Bubaque,GW,81.34,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
556,Bealanana,MG,65.98,broken clouds,-14.55,48.7333,Le Delta
557,Kampong Thum,KH,75.51,overcast clouds,12.7111,104.8887,Sambor Village Hotel
561,Terre Haute,US,71.33,clear sky,39.4667,-87.4139,Drury Inn & Suites Terre Haute
562,Zonguldak,TR,68.85,clear sky,41.25,31.8333,Yazioren Koyu Muhtarligi
563,Rincon De La Victoria,ES,95.0,broken clouds,36.7172,-4.2758,Fay Hotels Victoria Beach
565,Talara,PE,65.16,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
568,Abnub,EG,93.42,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
570,Kijang,KR,69.53,clear sky,35.2442,129.2139,Samyang Beach Villa
571,Tautira,PF,76.03,light rain,-17.7333,-149.15,Pension Oaoa
572,Prizren,XK,85.64,clear sky,42.2139,20.7397,Hotel Butro
573,Mahibadhoo,MV,80.4,scattered clouds,3.7833,72.9667,Omadhoo Inn
574,Fernley,US,77.22,clear sky,39.608,-119.2518,Super 8 by Wyndham Fernley
575,Santa Rosa,PH,86.11,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
576,Abu Zabad,SD,89.71,broken clouds,12.35,29.25,حامد محمد نور
577,Konya,TR,69.28,clear sky,38.1667,32.5,Meydan Ahmet Muhtar
578,Daru,PG,78.13,scattered clouds,-9.0763,143.2092,Daru Lodge
579,Alyangula,AU,75.07,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
581,Gilbues,BR,87.85,broken clouds,-9.8317,-45.3439,Hotel Camapuã
582,Cocorit,MX,71.94,overcast clouds,27.5833,-109.9667,Kaba Motel
584,Villa Maria,AR,71.82,clear sky,-32.4075,-63.2402,Hotel Milenium
585,Jardim,BR,87.19,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
586,Popondetta,PG,73.67,clear sky,-8.7537,148.2534,Timos Transit House
587,Tochio,JP,71.55,overcast clouds,37.4667,139.0,大倉割烹旅館
588,Chipata,ZM,83.17,clear sky,-13.6333,32.65,Protea Hotel by Marriott Chipata
589,Nouadhibou,MR,91.38,sand,20.931,-17.0347,El Medina
590,Killybegs,IE,65.91,overcast clouds,54.6333,-8.45,Tara Hotel
593,Bani Walid,LY,96.28,clear sky,31.7566,13.9942,نيك بلاش
597,Westport,US,68.14,overcast clouds,41.1415,-73.3579,The Westport Inn
598,Tarbes,FR,81.07,clear sky,43.25,0.1667,Quelle Vue (Gite Rural)
602,Ostroleka,PL,73.92,overcast clouds,53.0862,21.5757,Pokoje Gościnne WSAP
604,Alvand,IR,67.82,overcast clouds,36.3187,49.1678,پرورش ماهی افشار
605,Bardiyah,LY,80.1,few clouds,31.7561,25.0865,بورتو بردية
607,Zachary,US,77.83,clear sky,30.6485,-91.1565,"Holiday Inn Express & Suites Baton Rouge North, an IHG Hotel"
609,Cassilandia,BR,92.07,clear sky,-19.1133,-51.7342,Delirius Motel
610,Paka,MY,78.73,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
611,Yumbe,UG,78.06,light rain,3.4651,31.2469,Antonio's Hotel
612,Hovd,MN,72.79,clear sky,48.0056,91.6419,Hotel Khovd
614,Tura,IN,76.68,light rain,25.5198,90.2201,Hotel RIKMAN Continental
616,Hansot,IN,88.5,overcast clouds,21.5833,72.8,Iram woden mart
618,Watsa,CD,70.41,moderate rain,3.0372,29.5355,Hôtel Le Pacifique
620,Pahrump,US,82.45,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
622,Amahai,ID,77.22,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
623,Camargo,MX,68.02,overcast clouds,27.6667,-105.1667,Hotel Santa Fe
624,Williamsport,US,67.26,mist,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
625,Broxburn,GB,68.09,broken clouds,55.9342,-3.4713,Macdonald Houstoun House
626,Dzaoudzi,YT,80.49,few clouds,-12.7887,45.2699,Le Rocher
627,Marawi,PH,69.89,overcast clouds,7.9986,124.2928,Derogongan Residence
630,Warrington,GB,72.75,broken clouds,53.3925,-2.5802,Villaggio Hotel
632,Sibolga,ID,78.87,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
633,Saint-Joseph,RE,71.98,broken clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
634,Bosaso,SO,91.38,clear sky,11.2842,49.1816,Red Sea Hotel
635,Coahuayana,MX,77.45,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
636,Pitimbu,BR,81.19,clear sky,-7.4706,-34.8086,Reserva do Abiaí
640,Gazli,UZ,91.49,clear sky,40.1333,63.45,UTG Uy-joy kommunal xoʻjaligi
642,Jasper,US,70.02,mist,37.2001,-94.3502,Guest House Motel
643,Baker City,US,77.65,clear sky,44.7749,-117.8344,Bridge Street Inn
644,Hibbing,US,67.39,clear sky,47.4272,-92.9377,Mitchell-Tappan House - Carriage House Rentals
645,Semey,KZ,77.94,overcast clouds,50.4111,80.2275,Grand Hotel Semey
649,Monte Plata,DO,85.01,scattered clouds,18.807,-69.784,Hotel Principe Del Desvio
650,Buala,SB,80.26,light rain,-8.145,159.5921,Maringe Lagoon Lodge
651,Biak,ID,75.25,overcast clouds,-0.9131,122.8766,Penginapan Kim
652,Saint-Francois,FR,78.24,clear sky,46.4154,3.9054,Maison Vin d'Hus
653,Aguas Formosas,BR,66.72,overcast clouds,-17.0822,-40.9358,HOTEL HAVAY PALACE
654,Monte Alegre,BR,89.6,clear sky,-2.0078,-54.0692,Hotel Shekinah
656,Touros,BR,84.29,few clouds,-5.1989,-35.4608,INN NEW HORIZON
657,Brigantine,US,73.0,overcast clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
658,Pinehurst,US,78.98,clear sky,35.1954,-79.4695,SpringHill Suites by Marriott Pinehurst Southern Pines
661,Gat,IL,88.39,clear sky,31.61,34.7642,OlusHome
662,Deyang,CN,74.73,moderate rain,31.1302,104.382,Milletholly Resort Hotel
663,Iskitim,RU,76.05,broken clouds,54.6366,83.3045,"Kristall, Gostinichnyy Kompleks"
664,Calvia,ES,93.42,few clouds,39.5657,2.5062,Castell Son Claret
667,Guatire,VE,87.69,broken clouds,10.4762,-66.5427,Parque Residencial Canaima I
668,Stryn,NO,73.15,few clouds,61.9045,6.7226,Visnes Hotel Stryn
669,Chifeng,CN,66.16,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
670,Monroe,US,68.45,broken clouds,43.1501,-77.6831,Rodeway Inn Rochester Airport
672,Kousseri,CM,89.56,thunderstorm,12.0769,15.0306,Le Pilotis
673,Samarai,PG,80.01,scattered clouds,-10.6167,150.6667,Nuli Sapi
675,Lamu,KE,79.02,clear sky,-2.2717,40.902,Lamu House
676,Mao,ES,84.76,few clouds,39.8885,4.2658,ARTIEM Capri
678,Upata,VE,78.62,scattered clouds,8.0086,-62.3989,Posada Villa Nela
679,Batticaloa,LK,83.25,overcast clouds,7.7102,81.6924,Grand Star Guest House
680,Morro Bay,US,78.12,clear sky,35.3658,-120.8499,Inn at Morro Bay
681,Matara,LK,77.74,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
682,Matay,EG,93.6,clear sky,28.419,30.7792,Nag Aespen
683,Nadadores,MX,75.24,broken clouds,27.05,-101.6,Hacienda Las Catalinas
684,Diamantino,BR,97.75,clear sky,-14.4086,-56.4461,Hotel Delta
685,Hamilton,US,69.26,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
688,Lahad Datu,MY,77.68,broken clouds,5.0268,118.327,The 27th House
689,Ko Samui,TH,78.71,light rain,9.5357,99.9357,The Passage
690,Dibrugarh,IN,75.34,few clouds,27.4833,94.9,SHREE COTTAGE
693,Klos,AL,83.35,clear sky,41.5072,20.0851,Hotel Golden Park KLOS
695,Houston,US,79.99,clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
696,Rundu,,95.74,clear sky,-17.9333,19.7667,Millennia Estate
698,Nabire,ID,77.27,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
699,Manica,FR,65.05,overcast clouds,49.0,-1.1667,Gite Lily
701,Nexo,DK,68.09,overcast clouds,55.0607,15.1306,Strandhotel Balka Søbad
